text,target,stance,Sentiment,Sarcasm
?? ?????? ?? ?????? ???? ????? ?????? ???????? ???? ???? ????? ?????? ???? ?????? ?????????? ??? ???????  ???? ?????? ?? ???? ???.  ?????? ???????? ?????? ????? ??????? ??? ?????? ???????  ??? ??? ???????? ??????? ???? ?????? ??? ???? ?? ???????.,Digital Transformation,Favor,Neutral,No
?? ?????? ???? ?? ????? ?? #??????_?????  ????? ?? ?????? ????? ?????? ???? ????? ????????? ?? ?????? ?????? ??? ??????? ??? ??????? ?????? #??????  ?????? ????? ?????? ????? ???? ????? ?????? ???????? ???? ????? ????????? ?????? ?????? ???? ? #????_?????? ????,Women empowerment,Favor,Neutral,No
?? ????????? ??????? ?????????? ??????? ?? ????? ?????? ??????????  ?????? ????  @M_Municipality  * ??? ??????? ?????? ???????? (??????? ???????) ???? ?? ???? 10 ????? * ??? ?????? ?????????? ??? ???? ??? 24 ???? * ?? ?? ??????? ?????? ??? ???????? ??? ??? 7 ????  ? ? ? ?,Digital Transformation,Against,Negative,No
?? ??????? ????? ?????? ?? ????? ????? ??????? ???? ??????? ????? ??????? ?????? ?????? ????? ?? ?????? ?????? ?????  ???? ??? ?? ??? ?????? ?????? ?????? ?? ????? ??? ????? ??????? ????????? ?????? ??? ??? ????? ?? ?????? ??????  ??? ????? ?? ????? ??? ???? ?? ???? ??????? ???,Women empowerment,Against,Negative,No
?? ?????? ????? ????  ???? ??? ?? ?????? ???????? ????  ?? ??? ???? ????? ??? ????? ??????? ????? ????  ?? ?? ??? ???? ??????? ?? ?????? ?????? ??? ??? ???? ??????? ?? ????!  ????? ?????? ???? ??? ????? ????? ????   ??? ?? ??? ?????? URL,Digital Transformation,None,Neutral,No
?? ???????? #????? ??? ???? ???? ???????? ??? ?????? ??????.. ????? ???? ??? ?????? ?????! ???? ??????? retail  ??? ????? ?????? ????? ??????????? ??????  ??????? ??????????  ??? ???????? ?????? ??? ????? ??????? ?????????  ????? ????? ????? ? ???? ????? ??? #??????_??_??????,Digital Transformation,Favor,Positive,No
?? ???????? ????? ?????? ???? ?????? ?????????? ???????  ???? ???? ?? ??? ??????   #??????  #???_??????_????,Digital Transformation,Favor,Positive,No
?? ??? ?????? ??????  ??? ???? ???? ?? stc ? zain,Digital Transformation,Favor,Neutral,No
?? ??? ????? ?????? ?? ??????? ???????? ????? ???? ?? ??? ?????? ??? ?????? ? ???? ??????,Women empowerment,Favor,Negative,Yes
?? ??? ?????? ?????????? ???? ???  -???? ??-????? ????? ?? ????? ???????? ??????? #  ????? ???? ?????? ????? ??????????? ????? ???? ????? ????? ????  ????? ???? ????? ????? ????? ??????  ???? ??? ???? ????? ????????  ??? ??? ???? ???? ???? ??????. URL,Digital Transformation,Favor,Positive,No
?? ??? ???? 2030 ?? ????? ?????? ???????? ?????? ?????? ????? ?? ??????? ???????? ?????? ??? ??????? ????? ?????? ???????? ??????? ??????? ????? ?? ????? ???? ????? ??? ???  #????_2030_????_?????,Women empowerment,Favor,Positive,No
?? ????? ???? #?????? ???????? ?????? ?????? ?????? ???????? ?????????? ???? ??????? ?????? ??????? ?? ????? ?????? ?????? ????? ???? ?? ?????? ???????? ????????? ???????? ???????,Digital Transformation,Favor,Positive,No
?? ????? #?????? #?????_?? ?????? ?????????? ?? ????? ???????? ????? ????? ???? ???? ???????? ??? ????? ? ??? ???? ??? ?? ???? ?????? ???????? ???? ????? ????? ?? ????????? .  1??,Digital Transformation,Favor,Positive,No
?? ????? #??????  ????? ???????? ????????? ??? ?????? ?????????? ??????? ??? ?????? ?????? ??????? ??????  - ????? ?? ( ????? ???? ????? ???????? ??????? ???? ????????? ?? ?????) .. ???? ????? ?? ????? ??? ???? ????? ????? ???? ?????? ???????? ?????????? ???? ???????? ???????,Digital Transformation,Favor,Positive,No
?? ????? ?????? ?????????? ??? ?????? ??????? ??? ?????? ????????? ?????? ???? ?????? ??? ??? ??????? ????????? ?????? ?????? ??????? ??????? ????? ??? ???? ?????? ????????? ?????? ??????.,Digital Transformation,Favor,Positive,No
?? ???? ?????? ?????? ???? ??? #???????_??????????? #???????_?????????? #??????_?????? ???? ????? ????? ??? #???? ? #?????? ????????? ??? ??? ??????? ???????? ???????? ???????? ?? ???? ??????? ??? ??? ??? #????? ? #??????????,Digital Transformation,Favor,Neutral,No
?? ?????? ?????? ? #?????_?????? ????????? ?? ??? ??????? ?? ????? ??? ???? ?? ????? ??????? ???????. ??????? ???????? ??? #???????_?????????? ???? ???? ???????? ? #???????_????????? ???????? ?? ????????? ????? ?-?%  #?????_??????? #voucher  #?????????????,Digital Transformation,Against,Negative,No
?? ??? ???? ?.  ??? ??? ?????? ?????? ????? ??? ?? ????? ???? ??? ??????? ????  ????? ??? ???? ????? ?? (????? ?????? ??????? ?? ??????? )  ??????? ??? ????? ?? ???? ?????? ?? ???? ?????? ??????? ??????? !!  ??? ?? ?? ???? ???? ?? ?????? ???? ??? ??????? ??? ????? ??? ??????? !!!,Women empowerment,Favor,Neutral,No
?? ??? ?????? ?????? .. ????? ???? ??????? ???????? ???? ???? ?? ?????? ????? ???? ????? ???? .. ???? ?? ????? ?????? ??? ?????????? ???? ?? ?? ??? ?????   ?????? ????? ????????? ????????   #??????_??????_????????_?????? URL,Digital Transformation,Favor,Neutral,No
?? ????? ???????  ?????? ?????? ??????? ?? ?????? ??? ???? ??? ?? ????? ???????  ?????? ???? ?????  ???? ?? ??????? ??????? ?? ??????  ???? ?????? ???? ?????  ??????? ??? ?????? ?????? ?????????? ??? ???? ????? ???????? ?????? ???  ???? ???? ????  ???? ??? URL,Covid Vaccine,Favor,Neutral,No
?? ??? ????? ?? ?????? ????? ????,Covid Vaccine,Against,Negative,No
?? ??? ???? ?? ???? ?????? ?????????? ??? ????? ????? ?? ??????? ???????? ???? ???? ????? ??????? ?? ??????? ????????? ????????? ??????????  ?? ???? ????? ??? ?? ???? ?? ??? ?????? ?? ??? ????? ???????? ???????? ?? ???.. . ???? ????? ???? ???????? ?????? ???? ?? ?????? ?????.. ??,Digital Transformation,Favor,Positive,No
?? ????? ????? ?????? ?????? ????? ????? ???????  ???? ??????? ????? ??????? ??????? ?????? ?? ???? ????? ???????  ??? ??????? ??????? ?? ??????..  ????? ?? ?????? ???? ????? ???????? ?????? ????????? ???????? ??? ??????!,Women empowerment,Against,Negative,No
?? ??? ???? ??? ?? ???? ????? ?????? ???? ?? ??? ???? ??? ?????? ? ????? ?????? ???? ?????? .. ??? ???? ?????? ???? ??? ?????? ?????? ?? ????? ???????? ???? ?????? ???? ???? ?? ???? ???? ?? ????? ??? #????_????_????_????? @Turki_alalshikh,Women empowerment,Favor,Positive,No
?? ?? ??????? ????????? ?? ?????? ??????????? ?? ?? ?????? ????? ?????? ???????? URL,Digital Transformation,None,Neutral,No
?? ????? ???? ???? ????? ?? ??????? ??????? ??????? ??? ???? ??????? ?? ?????? ?????? ??????? ?? ?????? ??? ???????? -?????? ?????? ??????????- ?????? ?????? ??????? ?????? ???????  ????? ?? ?? ??????  ?????? ?? ??? ?????? ?????????  ?????? ????????..???   URL,Digital Transformation,Against,Negative,No
?? ???? ??? ????? ???? ?????? ?? ???? ?????? ??? ????????? ??????? ????????? ??????? ?? ?????? ??????? ??? ????? ????? ?????? ??????? ??????? ??? ?? ??????? ???? ???? ?????? ??????? ???????? ???? ????? ???? ???????,Covid Vaccine,None,Neutral,No
?? ????? ?? #?????_?????? ????? ??????? ???? ?????? ???????? ???????. ??? ???? ?? #????????? ?????? ?? ????? ???????? ????? ???? ?? #?????_?????? ????? ?? ??? ??????? ??? ? ?? ??? ??? ???. ???? ???? #??????? ?? ???? ??? ??????? ??? ?? ????? ??? ????? ????? ???????. URL,Covid Vaccine,Against,Neutral,No
?? ??? 10 ?????? ??? ???? ??? ??? ????? ????? ????? ?? ????? ?????? ????? ??????? ???????? ? ?????? ? ???? ????????? ?????? ? ???????? ?? ???????? .. ??????? ?? ??? ????,Covid Vaccine,Favor,Neutral,No
????? ?????? ?????? ???????? ????? ????? ?????? ?? ??? ??????,Women empowerment,Favor,Neutral,No
????? ?????? ???? ???? ???????? ???????? ?? ???? ?????? ?? ???????? ??????? ?????????? ????? ????? ???? ?????? ????????? ?? ?? ??????? ?????? ????????? ???????. #???,Women empowerment,Favor,Neutral,No
????? ????? ??????  ????????? ??????? ????????? ??????? ????? ?????? ??????? ?? ?????? URL  #?????? #?????_???????_???????? #??????_??_?????? URL,Women empowerment,Favor,Neutral,No
????? ????? ?????? ????? ????? ?????? ??????? ?? ?????? URL  #?????? #?????_???????_???????? #??????_??_?????? URL,Women empowerment,None,Neutral,No
??? ????? ?????? ????? ??? ?????? ???? ?? ????? ???? ?? ???? ????? ? ?????? ????  ??? ??????? ????????? ?????? ????????? ???? ????? ???? ????? ?? ???? ?????? ??? ???? ????? ????????? ??????? ?????? ??????? ???????????? ???????? ??? ??????? ?????????? ?????? ???? ???? ???????????? URL,Digital Transformation,Favor,Positive,No
??? ?????? ??????? ?????????? ?? ???? #?????. ??????? ?? ?????????? ?? ????? ??? ?????? ??????. ??? ?? ??? #??????_?????? ?? ???? ??? ??????? ?? ???? ?? ??????. ??? ?? ??????? ???? ????? ??? ?????? ???? ??? ??? ????? ?? ?????? ??? ??????? #??????? ??? ???? ????????? ????? ??????? URL,Digital Transformation,Against,Positive,No
???? ????? ????? ???? ?????? ?? ???? ?????? ?????? ???? ?? ????? ???? ??????? ???? ?? ???? ?? ?? ????? ???? ???? ?????  ??? ???? ???????? ???? ???? ???? ?? ?????? ?????? ??? ????? ?????? ???????? ??????? ??????? ????? ???? #??????_????? URL,Digital Transformation,Favor,Positive,No
???? ?????? ????? ????? ?????? ??????? ??????????. ???? ?????? ???? ?????? ???? ????? ????? ??? ?????? ?????? ?????? ??? ???????? ???????.,Digital Transformation,Favor,Positive,No
???? ?????? ?????? ????? ???? ?????? ????? ???? ?????????? ?? ????? ????? ??????????? ??? ?? ??????? ???? ?????? ????? ????? ??? ?????? ?? ????? ????? ??????? ?????? ???? ???????? ??????? ?? ?????? ?????????? ?? ????? ???? ???? ?? ?? ??????? ?? ????? ?????? ???? ???????? ???? ?,Digital Transformation,Favor,Neutral,No
????? ?????   ??? ???? ??? ????????   ???? ???? ???????   ???? ?????? ??????? ! ????? ??? ??????   ????? ????? ????? ?? ??? ???? ?? ??? ??? ??? ! ?? ????? ?? ??? ????? ???? ??? ?????? - ??? ???? ?????? -   ??? ??? ????? ??????   ?? ???? ???? ?????? ??? !,Women empowerment,Against,Negative,No
????? ????? ???????? ???? ???? ????? ????????? ? " ??? ????? ?????? "??? ?????. ???? ??????? ?? ??? ???? ???? ???? ???? ???? ??????.  ???????? ???.,Covid Vaccine,Against,Neutral,No
????? ????? ????????: ?????? ????????? ??????? ?? ?????? ?????? ????? ?????? ?????? ???? ????? ?? ????? ?”???? ??????”,Covid Vaccine,Favor,Neutral,No
???? ???? ?????? ?? ????? ????? ???? ????? ??? ????? ??? ?????? ???? ???? ??????? ??????? ?????? ????? ???? ??? ???????? ????? ?????? ????? ????? ???????? ?????? ???? ??????  #????_?????,Women empowerment,Against,Neutral,No
???? ??? ????? ??? ????? ?????? ??? ??? ??????? ?? ????? ???? ?????? ??????? ???? ??????? ?? ????? ??? ??????? ???? ????? ???? ???????? ???? ?? ??????? ???????,Covid Vaccine,Favor,Positive,No
?? ?????? ????? ?????? ??? ???? ?? mcu,Women empowerment,Against,Negative,No
?? ??????? ?? ??????? ??????   ?? ??? ????? ???? ????? ?????? !!!  ?????? ????,Covid Vaccine,Against,Negative,No
???? ??????? ?? ???? ?????? ????? ?????? ??????? ?? ????? ???? ???? ??? ???? ??????? ????? ?????? ??????? ??? ??? ?????? ???? ??? ??? ???? ???????? ??? ????? ?????  ?-??????? ??? ?????? ???? ?????  ??????? ???? ???? ????  ???? ???? ???? ???? ???? ????? ?#??????_????_???_?????,Women empowerment,Favor,Positive,No
????? ????? ?????? ?????? ?? ?? ????????? ?.??? ???????? @AltuwaijriHala   #??????_??????? #???_??????_???????,Women empowerment,Favor,Negative,No
????? ??? ??????? ????? ????. ?????? ??? ??????? ????? ????? ?????. ??? ?????? ???????? ????? ?? ??? ????? ????? ????? ???? .. ????? ??? ????? ?????? ?? ???? ??????? ???? ???? ????? ???? 2030  ???????? ?????? ????..,Women empowerment,Favor,Positive,No
?????? #????_?????_??????_??????? ?????? ?? ???? ????????? ??????? #???_??????_??????? ?????? ???? ??????? ?. ???? ??????? ? ?.???? ??????? ??????? ??? ????? ???? ?????? ?? ???? ?????.,Women empowerment,Favor,Neutral,No
?????? ???? ?????? ?? ?????? ?????? ?????? ????  "???? ????????? ???????? ?? #???????  ??????????"   ????? ???? ? URL . #????_????? URL,Digital Transformation,None,Neutral,No
?? ??????? ?? ???? ???? ??? ?????? ??? ????? ??????? ???? ?? ????? ????? ? ???? ?????? URL,Covid Vaccine,None,Neutral,No
????? ???? ?? ????? ?????? ?? oppo ????? ??? ?????? ???????   Oppo ?? ?????? ?????? ????? ????? ????? ??? ????? ??????? ?????? ???? ??????   ????? ??? ??? ??????? ?? ????? ??? ?????? ?? ??????? ???????? ??? ???????. #????? #?????_????? URL,Women empowerment,Favor,Positive,No
??? ?? ?????? ??? ????? ?????? ? ??? ??? ????? ?????????? ??? ???????? ?? ????? ?????? ?? ???? ?????? ??? ???????? ???? ??? ?????? ????? ??? ?????? ?? ???? ?? ??? ??? ???? ???? ????? ??????? ????? ????? ?? ??????? ?? ?? ?,Covid Vaccine,Against,Neutral,No
??? ??? ???????? ?? ????? ?? ????? ??????? ????? ????? ??? ???? ???? ???? #???????_??????_?????_??????,Covid Vaccine,Favor,Neutral,No
????? ???????? ???? ??????? ??? ??????? ????????? ????? ????? ?? ??? ?????? ?? ????? ?????? ????????,Women empowerment,Favor,Positive,No
????? ?????? @aalswaha ???? @McitGovSa  ???? ????? #LEAP22 ?????? ??????  ????? ??? ??? ????? ????????? ??? ???????? ??? "????" ????? ?????? ?????? ?????? ?? ???? ???????? ?? ????? ?????? ??????? ????? ????????? ?????? ?????????.#???? URL,Digital Transformation,Favor,Positive,No
????? ?????? ?????? ????? #????_???????_??????? ?????? ????? ?????? ?????? ???? ?????? ?????? ?????? ????????? ?? ????????? ?????? ?? ???? ????? ????? ?????  ????? ???? ????? ???? ???? ??? #???????_????????_??????????? ?????? ??????? ?? ?????? ?????????? ???????? #?????_???????? URL,Digital Transformation,Favor,Positive,No
??? ????? ?????? ??????? ??,Covid Vaccine,Favor,Negative,No
??? ????? ?????? ???????? URL,Women empowerment,Favor,Neutral,No
????? ????? ??? ?????? ????? ?? ???? ??????? ?  ????? ????? ????????? ??? ???? ????????  ?????? ?????? ?????????? ???? ?? ????????? ??????? ??? ??????? URL,Digital Transformation,Favor,Positive,No
???? ??????? ????? ??? ?????? ????? ??????? ??? ???? ?????? ????? ?????? ?????? ???? ???? ???????? ????? ???? ??? ?????? ????? ?? ???????. ?????? ?????? ??????? ?? ??????? ?????? ?? ???? 2030 ????? ???? ????? ??? ??????? ?? ??????? ????????? ???????? ?????? ?? ????? ?????????????,Digital Transformation,Favor,Positive,No
???? ???????? ???? ??? ????? ???? ?? ????? ?? ????? ?????? ??????? ??? ????? ???? ??????? ?? ????? ?????? ???? ?? ???? ??? #??????_???_??????? ????? ???? ????? ??,Women empowerment,Favor,Positive,No
???? ???????? ???? ??? ????? ???? ?? ????? ?? ????? ?????? ??????? ??? ????? ???? ??????? ?? ????? ?????? ???? ?? ???? ??? #??????_???_??????? ????? ???? ?????.,Women empowerment,Favor,Positive,No
????? ??? ?? ????? ?? ????? (??????? ?? ???????) ??? (??????? ?? ??? ??????).  ?????? ?? ???? (?????? ???????) ??? (??? ????).  ?????? ????? ...  ??? ??? (??? ????) ???? (??? ????).  #??????_?????? #????????_?????? #???????_??????????  #?????? #1plus1 #????_?????? #AshrafAlAstal,Digital Transformation,Favor,Neutral,No
????? ???? ????? ????? ?? ??? ????? ??????? ??? #?????_???????_??????. ??? ????? ?????? ???? ????? ?? #???_?????? ??? ??????? ? #?????_?????? ?? ???? ??????? ??????????? ????? ????? ??? ????? ???? ???? ?????? ???????? ????? ???? ?? ??? ???????.,Women empowerment,Favor,Positive,No
???? ???? ???? #?????_?????? ??? ????. ?? ?????? ??? ????? ?? ????? ???? ?? ??????? ????????? ?? ????? ???? ??? ??? ?????? ???? ?? ????? ???? ?????? ??? ????? ???? ????? ?????? ??????. ???????  #????????_?????? ?????? ???? ????? ??? ?????? ????? @SaudiMOH @moh_eastern @E1_Cluster,Covid Vaccine,Favor,Positive,No
??? ?????? ?????????? ???? ??????? ??? ?????? ?????? ??????? ???? ??? ??? ?????? ??? ???? ???????? ??? ?????? ?????? ? ????? ????? ????????? ?? ??????? ??????? ????? @AEMazahreh  #?????? #?????_????? #??????_?????? #COVID19 #DigitalTransformation #STS @intajICTJO URL,Digital Transformation,Favor,Positive,No
??? ?????? ??????? ??????? ????? ??? ???????? ?? ??? ?? ??? ???? ???? ???? ???????. ????? ????? ???? ?????? ??? ????? ?????? ?????? #???????? ??? ??????? ???? ???? ????? ?????? ?? ????? ??????? ?????????. ??????????  ?? ?? ?????? ???? ?????????  #???_??????_???????,Women empowerment,Favor,Positive,No
??? ???? ????? ??? ????? ??? ??????? " ??????" ?? ???? ????? ???????? ? ?????? ? ???????? ?? ???????? ??????????? ???? ???? ????? ?????? ?? ??????? ??? ???? #?????? ? #?????_???????? ?????? ??? ??? ???????? ???????? ????? ????? .,Women empowerment,Favor,Positive,No
??? ?? ??? ????? ?????? ????? ??? ??????? ?????? ????? ????? ??????? ??? ????? ??? ???? ?? ???? ????? ???? ????? ?? ????? ??????  ????? ?? ??? ????? ??????? ?? ??? ??????? ??? ?? ??? ?? ????? ?????? ???????   #?????_?????_???????_??????_??????_???????_????????,Women empowerment,Favor,Positive,No
??? ?? ???? ???? ??? ????? ?????? ?? ??? ????? ???? ????????? ???????? ??? ?????? ???????? ????? ????? ????? ?????? ???? ?????? ???????.   #???_??????_???????,Women empowerment,Favor,Positive,No
??? ?? ???? ???????? ?????? ??????? ??????? ?????????? ?????????? ???? ????? ????? ?????? ???? ???? ??? ??? ????? ???????  ???? ?? ???? ????????? ?????? ?????? ????????? ???? ?? ????? ??????? ????????? ?????????? ???????? ?? ???????? ?? ??????? ?????????? ??????? ???????? ?????,Women empowerment,Favor,Positive,No
??? ???? ??? ????? ?????? ??? ????? ?????? ??? ????? ???  ?????? !   ??? ?????? ????? #???????? ??? ??????? ?? ??????? ?????? ??????! #IWD2021,Women empowerment,Favor,Positive,No
??? ???? ??? ???? ?????? ??????????? ????? ??? ???? ???? ??????????? ??? ?? ?? ???? ?????? ??? ?? #?????_???????? ???? ??? ??% ?? ??????? ???? ?????? ??? ??? ?? ??????. #???_??????_??????? ??,Women empowerment,Favor,Positive,No
??? ????? ????? ?????? ??????? ??????? ????????? ?? ???????? ??? ???? ???????? ??????? ??? ???????? ??? ????? ? ?????? #?????? ???????  ???? ??? ?????? ????? ???? ??????? ???????? ??????? ?? ????????  ???? ??? ??????? ????? ????? ??????? ?? ???? ???????  ??? ?????? ???????,Covid Vaccine,Against,Neutral,No
???? ???????? ???????? ? #???? #?????_??????,Women empowerment,Favor,Positive,No
??? ???? ??????? ?????? ??????? ?????????? ?????? ????? ???? ????? ?? ????? ?????? ?? ?? ?????? ??????  ?????? ??????? ?????????? ??? . #new_gate #new_gate_for_new_education URL,Digital Transformation,Favor,Neutral,No
???? ??????  ???? ????????? ???????? ?? ??????? ??????????   ??????? ?????? ?????? URL,Digital Transformation,None,Neutral,No
???? ??? ????? ?????? ???????? ?????? ? ??????? *?? ?????? ???*,Women empowerment,Favor,Negative,Yes
???? ???? ?? ?????? ?? #?????_?????? ???? ??? ?????? ????? ?????? ?? ????? ???? ???????? ???? ?????? ?????? ?????? ?????? ???? ???????? ?????? ????? ?????? ???????? ?????? ?????? ??? ?????? ?????? ?? ???? ??????? ???? ?? ????? ?????? ???????? ?? ??????? ??????? ????????. URL,Digital Transformation,Favor,Positive,No
???? ???? ?? ????? ?? ??? ?????? ???????? ?????? ??? ???? ??? ????? ?????? ??????? ????? ?? ????? ????? ???????? .   ??? ??????? ?? ???? ??? ?????? ?? ????? ?????? ???????????  ?????? ?????? ????? ??????? ????? ??????? ????? ???????? ??? ????? ??????? ??????.,Digital Transformation,Favor,Positive,No
?????? ?? ??? ?????? ??????? ???? ??? ???? ????? ?????? ?????????? ??? ????? ?? ??????? ??? ????? ?? ?? ???????? . ????,Women empowerment,Favor,Positive,No
?????? ?? ???? #???_??????_??????? ???????? ???? ?????? ?????? ?????????? ???? ????? ?? ???? ????? ??????? ???????.  ????? ???? ???????? ????? ??? ?????? ????? ??? ????? ???? ??????? ?? ????? ?????? ?????? ???????? ?? ????? ??????? ???? ?????? ??????? ???? ????? ????? ??????,Women empowerment,Favor,Positive,No
?????? ????? ?????? ???????? ????? ??? ?????? ??????? ?????? ???????? ?????? ??????? ????????.,Digital Transformation,Favor,Negative,No
????? #?????_??????? ?? ???????? ???? #?????_??????_??????_???????_??_?????_??????? ???? ????? ????? ????? ?????? ?????? ???????? ??????? ?? ????? ?????? ?????????? ????? ????? ?? ???? ?????? ?????? ????????? ??? ?? ??? ????? ?? ??????? ?????? ??????? ?????? ???? #?????_19.,Women empowerment,Favor,Positive,No
