Text,Target,Stance,Sentiment,Sarcasm
يالله #لقاح_جونسون_أند_جونسون وقفته اوروبا لان يسوي جلطات بعد اسبوعين من اخذه…!!   وتبوني اتلقح بعد…🙃✋  #وزارة_الصحة #تطعيم #كورونا #جسمي_ملكي #رمضان URL,Covid Vaccine,Against,Negative,No
ياليت مع تمكين المراه يحطون الدوره عذر مقبول خصوصا اول يوم بس  ياخي ارحم من ربي مافي اذا الصلاه اسقطت عننا وقت الدوره يتسلطون علي عبيد الله ليش,Women empowerment,Favor,Negative,No
ياليت يتم الاستنفار لمساعدتهم للقضاء على فيروس الجوع كما تم استنفار العالم من أجل فيروس كورونا وأرجو اطعامهم بأسرع من ما تم تطعيم البشرية URL,Covid Vaccine,Favor,Neutral,No
ياوزير العدل يا الصمعاني شف حل لوزارتك وزارة العدل الله لايوفقكم معطلين امورنا من رمضان بحجة التحول الالكتروني وكل اشغالنا واقفه الله يوقف رزقكم اشغلتونا ارفع بلاغ وكم رقم التذكرة   كل الدوائر الحكوميه فاتحه الله لايفتح لكم @MojKsa @najiz_sa,Digital Transformation,Against,Negative,No
يبدو أن العالم سينشغل طويلا بمواجهة فايروس كورونا، حتى لو تم التطعيم ضد الفايروس، وقللنا فرص الإنتشار والإصابة. فلو فُرض بأنه تم تطعيم جميع السكان ببلد ما خلال عام، فإن من أخذ اللقاح في بداية العام يجب عليه أخذ اللقاح مرة أخرى لكون فترة صلاحية التطعيم لا تزيد عن عام بأفضل الأحوال,Covid Vaccine,None,Neutral,No
يبدو أن وزارة الأوقاف تدخل سباق التحول الإلكتروني بقوة  وتختصر المسافات  لتحدد مكانتها المتميزة بين باقي الوزارات..  فالبقاء ليس لمن يواكب الركب  بل لمن يسابقه ويتفرد بأدائه... URL,Digital Transformation,Favor,Positive,No
"يبدو لي أن الايجابية الوحيدة في الموضوع للزمن اللي انولدت فيه .. هو أني عشت في زمن تمكين المرأة ،  ""ياسلام على مواليد ٢٠٢١ تتهنّوا بحاضركم ومستقبلكم""",Women empowerment,Favor,Positive,No
يتبع والذي تنفذه وزارة التعليم بالتعاون مع شركة تطوير لتقنيات التعليم للتحول نحو التعلم الرقمي والمساهمة في التحول إلى بيئة رقمية تفاعلية   وقدمته مشرفة تفعيل ومسؤولة الدعم الفني بشركة كلاسيرا سماح بامنصور وذلك بمقر الثانوية السابعة URL,Digital Transformation,Favor,Positive,No
يتحدث السفير @GeoffreyDAdams  إلى الأهرام حول التعاون بين #المملكة_المتحدة و #مصر ، التجارة والاستثمار، COVID-19 ، التعليم ، تمكين المرأة ، COP26 وغيرها من القضايا الهامة  / 2537240.asp,Women empowerment,Favor,Neutral,No
"يتمحور مصطلح ""تمكين المرأة"" حول المرأة الفرد، وليست المرأة عضو الأسرة ونواتها؛ لذا فالمرأة المعتبرة -في نظر النسوية- هي المرأة العاملة، أما ربة الأسرة فيعتبرنها خارج السياق الدولي الجديد؛ لأنها لا تمارس عملًا مدفوع الأجر، ولأنها ربطت نفسها بالزوج والأولاد والأسرة!! أ.هدى مصلي",Women empowerment,Favor,Negative,No
يتهمون وطنيتنا لرفضنا اللقاح خوفاً من عواقبه مع تقديرنا للوطن. طيب فلنرى احترامكم لوطنكم إذا ثبت أن كلامنا صحيح.  #لا_للتطعيم_الاجباري186 #لا_للتطعيم_الاجباري187 #لا_للتطعيم_الاجباري188 #متضرري_اللقاح #كورونا  #تطعيم_الأطفال_جريمة #لا_لتطعيم_الأطفال #خذ_الخطوة_بلغ_عن_أضرار_اللقاح,Covid Vaccine,Against,Neutral,No
يتوجب علينا الاستفادة والبناء على تجاربنا التي نجحت والتي لم تنجح على حدٍ سواء حتى نستطيع المضي قدماً باتجاه اقتصاد رقمي حقيقي @AEMazahreh  #كورونا #جمعية_انتاج #التحول_الرقمي #COVID19 #DigitalTransformation #STS @intajICTJO URL,Digital Transformation,Favor,Neutral,No
يتوفر لدينا رواية ( التحول ) للكاتب فرانتس كافكا   يمكنكم الطلب عبر التواصل مع خدمة العملاء 📲+965-51472418 📲 +965-55444374 أو الطلب عن طريق موقعنا الإلكتروني بالضغط على الرابط الموجود في البايو  #مكتبة_آفاق #الكويت #تعاون #تفاؤل #لاتهاون #المرحلة_الرابعة #كتب_مترجمة URL,Digital Transformation,None,Neutral,No
يتيح التحول التقني الى إنجاز الكثير من المعاملات  بطريقة سهلة   لكن موظفين كثيرين قد يفقدون عملهم في المستقبل بسبب هذه الطفرة في مجال التقنية   اللهم ارزقنا خيرها و اكفينا شرها يارب 🤲♥️ URL,Digital Transformation,Favor,Neutral,No
يثور العالم الآن ضد نظام العمل التقليدي الغير رقمي لأنه لم يتمكن من إسعاف الأعمال بسبب التعطل الناتج عن الجائحة   #لحظة_توقف ماذا لو كانت الجائحة تقنية وتعطلت الأعمال نظرًا لعدم العمل بالشكل التقليدي ؟! هل سيثور العالم ضد التحول الرقمي حينها؟  أنا مع التحول الرقمي بس اهدؤوا 😅,Digital Transformation,Favor,Positive,No
يجب أن نميز بين الرقمنة و التحول الرقمي.فالرقمنة تعني تحويل البيانات إلى عالم المعلوماتية وفي مرحلة لاحقة تحويل الإجراءات التقليدية إلى معاملات ألكترونية بينما التحول الرقمي مفهوم أشمل فهو إضافة إلى الجانب التقني يعنى بتغيير المسلكيات في التعامل ما بين مقدم الخدمة و طالب الخدمة.,Digital Transformation,None,Positive,No
يجب  تمكين المرأة وتعزيز مشاركتها في الحياة العامة. #قادرات,Women empowerment,Favor,Positive,No
يحظر أي إعلان عن وظائف (للرجال فقط)  لكن لا بأس أن يكون هنالك وظائف  (للنساء فقط) !  وهذا كله يتم خلال وجوب النفقة على الرجل وتغريمه 50 ألف بحال تقصيره بالنفقة على المرأة !  مقلب (المساواة) و(تمكين المرأة) أكلوه رجال الغرب قبلنا والآن يوجهون لنا كتب ومؤلفات لكن لا حياة لمن تنادي!,Women empowerment,Against,Negative,Yes
يحق لنا أن نزهو بوطن هذا شبابه.اليوم اخذت #تطعيم_كورونا  يتنافسون على خدمة المراجعين شكرا للقيادة الرشيدة التي وضعت صحة المواطن أولوية,Covid Vaccine,Favor,Positive,No
يُحمد لوزارة العدل استثمارها في البنية التحتية التقنية التي تسعى للتحول الرقمي الشمولي  وأظهرت أزمة #كورونا جاهزية الوزارة المسبق  فشكرا لكل المخلصين العاملين في دعم التحول التقني والإجرائي. URL,Digital Transformation,Favor,Positive,No
يداً بيد لمجتمع آمن حمايةً لنفسي وأهلي ومجتمعي الحمدلله تلقيت التطعيم الخاص ضد فايروس كورونا يوم أمس سعدت أن أكون ومنذ البداية ضمن أكبر حملة تطعيم في تاريخ دولة الكويت كمنظم وأيضا كمتلقي للمطعوم 💉🦠🇰🇼 بعد ٢١ يوم باذن الله تعالى موعد الجرعة الثانية الختامية 💉🦠✅ #تطعيم_كورونا,Covid Vaccine,Favor,Positive,No
يُروَج مؤخراً للعديد من المنتجات والدورات تحت الطابع النسوي/تمكين المرأة  مثل علب حفظ الفوط الصحية ادوات الامتاع الذاتي ادوات تخفيف الآلام الدورة الشهرية دورات تعرفي ع جسدك  تعرفي ع كذا كذا الخ م هذه المنتجات بأسعار متفاوتة منها الباهض ومنها المتوسط الثمن #نسويات_ليبيا,Women empowerment,Against,Negative,No
